rating_music_no	rating_member_id	rating_kinds	rating
144	user06	1	
145	jin02	0	
145	jin02	0	
145	jung00	0	
145	kim82	0	
145	kim96	0	
146	dlsgh	0	
146	fe91	0	
146	jisoo	1	무거운 노래…
146	name96	0	
146	son12	1	다음 앨범이 너무 기대되는 노래
146	son12	1	죽을때까지 들을 노래
146	soyoung	1	사랑하고싶어진다
146	soyoung	0	
146	tjwns	1	이 노래만 계속 듣고있네요ㅎ
146	user01	1	
146	user04	0	
146	yena	1	가사랑 악기가 잘 어울린다
147	lee03	0	
147	na97	0	
147	tpwns	1	
147	user04	1	
147	woo93	0	
147	yena	0	
148	jung00	1	
148	user02	0	
148	user06	1	
148	user6732	1	
148	woo93	1	모든 장르를 느낄 수 있는 곡
148	woo93	1	
148	you06	1	곡 진짜 잘 뽑은듯!
149	hong3	1	
149	jisoo	0	
149	na97	0	
149	tjwns	1	
149	user01	1	목소리가 취저..
149	user01	1	
149	user03	1	
149	user06	1	이렇게 상쾌한노래가 있다니…
149	user6732	0	
149	wjdtn07	0	
150	dlsgh	0	
150	dlsgh	0	
150	dong	1	음색이 너무 좋아
150	fe91	1	노래가 정말 고급지다. 가사랑 비트도 다 세련됐어
150	fe91	0	
150	hoon30	1	레알 띵곡이네
150	hun96	0	
150	jung00	1	
150	lee03	1	제가 제일좋아하는곡!
150	user04	1	
150	you06	0	
151	dlsgh	1	
151	jisoo	1	이 노래 안들어본 사람이 있나?
151	user05	1	이 노래 듣고 하루를 시작하면 좋은듯
151	user06	1	
151	zoo	1	여행하는 기분이다
152	hwang	1	
152	jin02	0	
152	son12	0	
152	song	0	
152	tjwns	0	
152	user03	0	
152	wjdtn07	1	
153	eun04	0	
153	ji89	0	
153	jin02	1	세련된 감각과 음악센스가 좋은 분위기의 노래
153	lee03	1	
153	user03	0	
153	user04	0	
153	yena	0	
154	jisoo	1	화음이 되게좋아요
154	kimsang	0	
154	tjwns	1	
154	woo93	0	
154	you06	0	
155	jisoo	1	이노래 너무 좋잖아
155	rudgns	1	
155	user06	0	
155	youjin	1	
155	zoo	1	
156	dong	0	
156	hwang	0	
156	jin02	1	들을수록 더 좋아지는 노래임
156	jisoo	0	
156	jisoo	0	
156	song	0	
156	tpwns	1	
156	user01	1	
156	user08	0	
156	zoo	0	
157	dlsgh	1	사랑해요!!
157	dong	0	
157	hwang	0	
157	ji89	0	
157	na97	1	
157	na97	1	
157	user01	1	거의 수능금지곡…
157	user01	0	
157	woo93	0	
157	you06	0	
157	youjin	1	듣기만 해도 시원하다
157	zoo	0	
158	eun04	1	나만 이 노래 나오면 흥부자 되냐? ㅋㅋ
158	jin02	1	
158	user01	0	
158	user03	1	마음이 편안해지네요
159	dlsgh	1	awesome :)
159	dong	1	바다 가고 싶게 만드는 노래다
159	ji89	1	발라드 최고
159	rudgns	1	
159	you06	0	
160	dlsgh	1	특유의 찌질한 감성이 남자들 마음을 사로잡음
160	dlsgh	1	게임하면서 들으면 좋을거 같다
160	gmlduf	1	
160	hoon30	0	
160	hun96	0	
160	hwang	0	
160	lee03	0	
160	na97	1	너무 잘부른다
160	name96	0	
160	rudgns	0	
160	yena	0	
161	eun04	0	
161	fe91	0	
161	hoon30	0	
161	jisoo	0	
161	jung00	0	
161	name96	0	
161	song	1	길 지나다니면 이노래 계속 나옴 ㅋㅋ
161	tpwns	0	
161	user03	1	응원합니다!
161	user07	1	
161	user6732	1	노래가 짠하네요ㅜ
161	zoo	1	
162	kimsang	0	
162	user01	0	
162	user03	0	
162	user04	0	
162	you06	0	
163	hoon30	0	
163	jin02	1	가사 해석해보면 소름
163	kim82	1	
163	lee03	0	
163	soyoung	0	
163	user08	0	
163	yena	0	
164	dong	0	
164	ji89	1	학교 끝나고 집갈때 듣는 노래
164	user02	1	여행 가고싶을때나 쉬고 싶을때 자주 듣는 노래
164	user07	0	
165	hong3	1	나이는 들어도 노래는 변하지 않는다.
165	ji89	1	이제 헤어나올수 없어…
165	kim96	0	
165	na97	1	감탄만 나오는 노래
165	na97	0	
165	tpwns	0	
165	youjin	1	
165	youjin	0	
166	user06	0	
166	wjdtn07	1	
167	rudgns	1	
167	user02	0	
167	user07	0	
167	wjdtn07	1	좋구나..
167	yena	0	
168	dong	0	
168	fe91	1	룰루랄라
168	gmlduf	0	
168	hong3	1	따라부르다가 목쉬었어요
168	lee03	0	
168	soyoung	0	
168	yena	1	울 애가 좋아해요
168	youjin	0	
169	jung00	0	
169	lee03	0	
169	son12	0	
169	tjwns	0	
169	yena	1	목소리가 너무 좋아여
169	you06	0	
170	dong	1	친구들끼리 부르고다님
170	woo93	1	가음이 먹먹하다
170	zoo	1	
171	hun96	1	이 노래만 무한반복 중
171	hwang	0	
171	jin02	0	
171	kim82	1	이 노래가 나온 시기에 살아서 행복할 정도로 좋다
171	rudgns	0	
171	song	1	트로트 너무좋아요
171	tjwns	0	
171	user03	0	
171	user06	1	이런 느낌의 노래 너무 좋다.
171	user6732	0	
171	woo93	0	
172	jisoo	0	
172	kim82	0	
172	kim82	0	
172	kimsang	0	
172	user03	0	
172	you06	1	감정이입 최고다
173	hun96	0	
173	kimsang	0	
173	rudgns	0	
173	tpwns	0	
173	user04	0	
174	gmlduf	1	흥분된다
174	hong3	0	
174	jisoo	1	
174	name96	0	
174	user02	0	
174	zoo	0	
175	gmlduf	0	
175	jin02	1	게임 할때마다 틀어 놓고 게임중
175	na97	0	
175	user02	0	
176	eun04	1	
176	kim82	1	너무 흔한느낌?
176	na97	0	
176	user04	1	친구가 매일 들려줌
176	user05	0	
176	user08	0	
176	user6732	0	
176	wjdtn07	1	
176	wjdtn07	0	
177	dlsgh	0	
177	eun04	0	
177	hwang	0	
177	jin02	1	이노래 진짜 너무 좋은데 왜 안유명한지 모르겠다..
177	kim96	0	
177	kim96	0	
177	kimsang	1	잘 듣고 있습니다
177	son12	1	들으면 자동으로 춤추게 되는 곡
177	user02	0	
177	user08	1	이거 뭔 노랜지 한달정도 궁금했었는데 찾았네요 ㅎㅎ
178	hoon30	1	혼자 듣기 아까운 곡
178	hoon30	0	
178	hun96	1	짝사랑하는 사람에게 추천
178	hun96	0	
178	hwang	0	
178	jung00	1	지난 추억을 되새기는 노래
178	kim96	1	왜 노래를 들었을뿐인데 소름이 돋았지?
178	kim96	1	from japan
178	lee03	0	
178	soyoung	0	
178	tjwns	1	
178	user06	1	비 올 때  생각나는 노래
178	user06	0	
178	woo93	0	
178	yena	1	
178	you06	1	귀가 있다면 이노래는 명곡으로 인정해야 한다.
179	hong3	1	노래가 너무 깔끔해요
179	hong3	0	
179	hwang	1	
179	rudgns	1	
179	user02	0	
179	user05	1	작곡한 사람 대단하다
179	user6732	1	신날때 듣기 좋은 노래
179	you06	0	
179	youjin	0	
180	hwang	0	
180	ji89	0	
180	jin02	0	
180	name96	1	내 인생에서 가장 좋아하는 아티스트
180	son12	0	
180	soyoung	1	지친다
180	tjwns	1	퇴근길 노래리스트 추가요~~
180	user05	1	곡 의외로 너무 좋다
181	fe91	1	이 노래는 한파트 한파트 모두가 킬링파트네
181	gmlduf	0	
181	tpwns	1	친구랑 같이 들어봤는데 노래가 너무 좋아요
181	user04	0	
181	youjin	0	
182	dlsgh	1	기분 좋을때 자동으로 흥얼흥얼 나오는 노래.. 진짜 좋음 이노래
182	hoon30	0	
182	jin02	1	노래가 슬퍼요
182	na97	0	
182	user01	1	힘든 하루를 끝마치는 노래
182	user04	0	
182	wjdtn07	0	
183	fe91	1	노래 너무 좋다
183	gmlduf	1	멜로디가 약간 옛날느낌?
183	gmlduf	1	일하면서 듣고 있어요
183	ji89	1	
183	kim96	1	뭔가 독서할때 깔리는 bgm느낌
183	rudgns	1	내 최애곡 1위
184	dlsgh	1	
184	fe91	0	
184	gmlduf	1	가사가 정말 좋네요.
184	gmlduf	1	
184	hong3	0	
184	hoon30	1	와 노래 진짜 좋다.. 이곡만 반복재생중
184	hoon30	1	
184	kim96	1	여러분 듣지 마세요 한번 들으면 헤어나올수가 없어요..;
184	son12	0	
184	tpwns	1	
184	user01	1	너무 슬프다
184	user03	1	
184	user07	1	가수 음색이 진짜 최고임.
185	eun04	0	
185	gmlduf	1	오늘만 7번째 듣는중
185	hoon30	1	명곡이 하나 생겨나네요
185	kim82	1	
185	kim82	0	
185	kim96	1	
185	song	0	
185	song	0	
185	user05	0	
185	user6732	0	
185	zoo	1	어느 시간 때든 감성이 살아나는 듯
186	kim82	1	기능하면서 듣기 좋다
186	rudgns	1	
186	user01	0	
186	user02	0	
186	user05	0	
186	user06	1	
187	lee03	1	지나가다 들었는데 노래 끝날 때까지 가만히 서서 들음
187	na97	1	
187	tpwns	0	
187	user04	0	
187	woo93	1	원하는게 없을 정도로 좋다
188	dong	0	
188	kim82	1	천사가 부르는줄
188	rudgns	0	
188	soyoung	1	우울해진다
188	user04	0	
188	user04	0	
188	user07	1	보고싶어지는 사람이 생각난다
188	wjdtn07	1	이거 무한반복 듣는중 ㅋㅋ 노래 진짜 좋네
189	dong	1	
189	soyoung	1	
190	ji89	0	
190	jisoo	0	
190	na97	0	
190	soyoung	0	
190	tjwns	0	
190	tjwns	0	
190	user08	0	
190	woo93	1	
191	hwang	1	우리반에서 매일 듣는중
191	ji89	0	
191	kim96	1	들은지 한참됐는데 아직도 듣는중ㅎㅎ
191	user05	1	
191	user05	0	
191	zoo	1	와 노래 너무 좋아서 놀람
192	dong	1	노래 자체가 예쁨
192	user01	1	셤 공부하면서 들었는데 공부하고 나니까 머릿속에 남는건 이 노래뿐..
192	user02	1	내 눈에서 왜 땀이…
192	user07	1	노래방에서 부르기 좋은 노래
193	dlsgh	0	
193	jin02	1	발라드의 정석이다
193	jisoo	0	
193	lee03	1	
193	tpwns	0	
193	user07	1	어디서 많이 들어본 노래
193	wjdtn07	0	
194	gmlduf	1	
194	kimsang	1	
194	lee03	0	
194	song	0	
194	user08	0	
194	you06	1	
195	hwang	1	이정도 들었으면 질릴 만 한데 아직도 안질리고 들을때마다 새로운 노래
195	hwang	0	
195	jisoo	0	
195	son12	1	
195	song	0	
195	user01	1	
195	user05	1	윗분 정상입니다.
195	user05	1	
195	wjdtn07	0	
196	eun04	0	
196	lee03	1	출퇴근 길에 들으며 힘내요
196	rudgns	1	믿고들읍시다
196	you06	1	
197	hun96	1	
197	hun96	0	
197	na97	1	
197	tjwns	1	이 가수 노래중에서 처음으로 좋다고 느꼈음
197	tjwns	0	
197	user03	1	
197	user08	1	이거만한 노래가 또 있을까.. 잘듣고 있어요~
197	user6732	1	Fan fron france.
197	wjdtn07	1	목소리 진짜 좋다
198	hong3	0	
198	hong3	0	
198	hwang	1	우울할 때 들으면 딱일 노래
198	song	1	2명이 듣다 한명이 죽어도 모를 이 노래
198	tpwns	1	잔잔하면서 듣기 좋은 음색이다
198	user02	1	
198	yena	0	
199	dlsgh	0	
199	fe91	0	
199	fe91	0	
199	gmlduf	1	
199	lee03	1	지하철안에서 듣다가 나도 모르게 흥얼거려서 쪽팔렸음..ㅋㅋ
199	na97	1	
199	na97	1	
199	name96	1	퇴근하면서 매일듣는노래
199	name96	1	역대급이야
199	name96	0	
199	rudgns	0	
199	wjdtn07	1	이거보다 좋을 수가 없다!
199	wjdtn07	1	목소리 굿
199	you06	1	
199	zoo	0	
200	jung00	1	
200	jung00	0	
200	son12	0	
200	soyoung	0	
200	user02	1	와 진짜 사랑해요
200	user6732	1	
200	user6732	0	
200	you06	0	
200	youjin	0	
200	zoo	0	
201	dong	0	
201	hong3	0	
201	hoon30	1	
201	kimsang	0	
201	tpwns	0	
201	zoo	0	
202	dong	0	
202	hun96	0	
202	user03	1	우연히 들었는데 진짜 좋긴하다 어느새 머릿속에 가끔씩 자동재생됨 ㅋㅋ
202	user08	1	놀때 틀면 최고일거같아요
203	jin02	0	
203	tpwns	1	
203	user06	1	이번년도 최고의 곡
203	user6732	0	
203	you06	0	
204	eun04	1	달달하다
204	jisoo	0	
204	name96	1	
204	rudgns	1	피곤하다
204	user07	0	
205	fe91	1	점점 노래가 좋아지는거같아요
205	hoon30	1	
205	kim82	0	
205	kim96	0	
205	na97	1	
205	rudgns	0	
205	song	0	
205	song	0	
205	yena	0	
206	dlsgh	0	
206	gmlduf	0	
206	hong3	1	
206	hwang	0	
206	jisoo	1	
206	jisoo	0	
206	kimsang	0	
206	user02	0	
206	user03	0	
206	user04	1	
206	user04	0	
206	wjdtn07	0	
207	ji89	1	
207	jin02	0	
207	jisoo	0	
207	tpwns	0	
207	user02	1	분위기 잡기 좋은 곡
207	user07	0	
207	user08	1	뭔가 좋긴한데 내 스타일은 아닌듯
207	woo93	1	
208	fe91	0	
208	gmlduf	1	이 가수 팬도 아닌데 이 노래 들을 때마다 너무 좋은 것 같다
208	jisoo	0	
208	jung00	0	
208	kimsang	1	
208	user05	1	
208	user05	1	
208	user06	0	
208	user07	1	이런 노래 들려주셔서 감사합니다.
208	yena	0	
208	you06	0	
208	zoo	1	동요같이 부르기 쉬워 흥얼거리는 노래
208	zoo	1	
209	dong	0	
209	eun04	1	희망을 가지게된다
209	jisoo	1	
209	kim82	1	
209	tjwns	0	
209	tpwns	1	시원하다
209	woo93	0	
209	zoo	0	
210	hong3	1	항상 변함없이 명곡을 내주는게 너무 좋다
210	hong3	1	어느 순간 중얼거리고 있다
210	jin02	1	지금까지 몇번을 들었는지도 모르겠다. 계속 듣게됨
210	kim82	0	
210	tpwns	1	
210	user05	0	
210	user08	1	
210	wjdtn07	0	
211	gmlduf	0	
211	ji89	0	
211	jin02	1	
211	jung00	1	
211	lee03	1	
211	zoo	1	피시방에서 게임 안하고 이 노래 들었다
212	hun96	1	내 취향은 아닌 듯 하네요
212	ji89	1	처음엔 그냥 그랬는데 계쏙 흥얼흥얼 거리게 되네
212	lee03	1	
212	user02	1	듣기 너무 좋아요
212	user07	1	이집트인 입니다. 
213	gmlduf	1	그리울때 들으면 와닿을듯
213	hong3	0	
213	hun96	1	노래방에서 좀 안 불렀으면 좋겠다
213	song	1	가수도 가수지만 이번에는 레전드인듯
213	user05	0	
213	user05	0	
213	user08	1	가수 음색이랑 딱 맞춰서 나온 노래 같다
214	gmlduf	1	화가난다
214	jisoo	1	
214	jung00	1	여러분 1시간째 이노래만 듣고 있는데 정상맞죠?
214	son12	0	
214	user03	1	
214	user6732	1	여름에 듣기 좋은 노래
215	gmlduf	0	
215	ji89	1	지금 계절과 딱 어울리는 노래다
215	jin02	1	왜 흥한건지 모르겠다
215	jung00	0	
215	lee03	0	
215	song	0	
215	user01	1	
215	user03	1	추억의 노래
215	user06	0	
215	woo93	1	심장이 떨린다
216	dlsgh	0	
216	jisoo	1	이분 노래별로
216	soyoung	1	
216	user01	1	다음곡도 기대해요
216	user03	0	
216	user06	1	
216	user07	1	
217	dlsgh	0	
217	jisoo	0	
217	kim96	1	
217	rudgns	0	
217	soyoung	1	외모\에다 목소리에다 노래실력까지.. 이건 반칙아닙니까
217	user01	0	
217	user6732	0	
217	yena	0	
217	youjin	1	존경합니다 그리고 사랑합니다
217	zoo	1	
218	hun96	0	
218	lee03	1	집가는 길에 한번 듣고 한참 찾았어요
218	name96	1	노래방가서 부르기 좋을거 같네요
218	user01	0	
218	user03	0	
219	kimsang	0	
219	lee03	0	
219	na97	0	
219	rudgns	1	어떤 상황에도 잘 어울리는 노래
219	user05	0	
219	user06	1	
219	user08	1	
219	user6732	0	
219	woo93	0	
219	yena	1	친구들사이에서 유명한노래
219	zoo	1	와 진짜 너무좋아요 이노래..bb
220	hong3	0	
220	hoon30	1	뭔가 먹고싶어진다
220	hoon30	0	
220	jin02	0	
220	user01	1	
220	user03	0	
220	user04	1	한번듣고 반해버림
220	zoo	0	
221	dlsgh	1	머리 한대 맞은거 같아요
221	gmlduf	1	
221	gmlduf	0	
221	na97	1	
221	user01	1	오늘부터 입덕했습니다..
222	song	1	
222	tjwns	0	
223	hun96	0	
223	kimsang	1	반주가 너무 엉성해요
223	tjwns	1	
223	user03	1	
223	user6732	0	
223	youjin	1	
224	ji89	0	
224	na97	1	이거 들으면 공부 못함
224	user07	1	노래가 부드럽다
224	user08	1	
224	user08	1	
224	you06	1	확실한 본인들의 색깔이 있어서 좋은듯
224	you06	0	
225	jung00	0	
225	na97	1	내 취향은 아닌듯
225	user03	0	
225	user05	1	
225	yena	1	이 노래를 이제 알다니… 너무 후회된다
226	dlsgh	1	역시 가요계의 레전드
226	dong	0	
226	gmlduf	1	이 노래만 들으면 어릴 때 생각이 나네
226	hoon30	0	
226	hun96	1	아침 버스에서 이어폰 끼고 듣는 노래
226	jisoo	0	
226	name96	0	
226	rudgns	0	
226	tjwns	0	
226	user02	1	이 노래 만든사람 진짜 돈방석 앉을듯.
226	user07	0	
226	you06	0	
227	eun04	0	
227	gmlduf	1	클럽에서 틀 것 같이 신나는 노래
227	gmlduf	0	
227	kim82	0	
227	kim96	0	
227	son12	1	새벽감성 충만해지는 노래
227	son12	1	집중을 방해한다
227	user02	0	
227	user07	1	
228	dong	1	난 아직까지 계속 무한반복중 ㅋㅋ
228	hwang	0	
228	soyoung	0	
228	tpwns	0	
228	user01	1	
228	user6732	0	
228	woo93	1	가사가 귀에 안들어온다
228	you06	1	
229	na97	0	
229	user05	1	뭔가 부족하다
229	woo93	1	외롭다
230	hun96	1	사귀던애랑 헤어졌는데 위로가 되네요
230	hwang	1	졸릴 때 이 노래 들으면 잠 다 깸
230	lee03	1	가슴이 먹먹하네요
230	na97	1	아직도 듣는 명곡.. 너무 좋다
230	rudgns	0	
230	son12	1	길가다가 이 노래 나오면 자동으로 따라부름 ㅋㅋ
230	son12	0	
230	user01	1	스트레스가 해소되는거 같아요
230	user04	1	
230	user06	1	
230	user08	1	노래 최고다
230	woo93	0	
230	youjin	1	최고 
231	dlsgh	1	
231	dong	1	
231	jisoo	1	이 노래만 듣고 있어요
231	kimsang	1	
231	kimsang	1	
231	son12	0	
231	user03	1	
231	user07	0	
231	you06	1	우연히 알게된 노래, 한번 듣고 계속 듣게되는..
232	dlsgh	1	요즘 학원갖다오면 맨날 이 노래만 들어요
232	eun04	0	
232	jung00	0	
232	kim82	1	
232	kim96	1	록음악 최고
232	son12	1	날 붇잡는 거 같다
232	tpwns	1	비오는 날 잘 어울리는 곡
232	tpwns	1	
233	dong	1	부르는게 어색함
233	dong	1	
233	lee03	0	
233	user02	1	비트가 너무 좋네요
233	user03	0	
233	user04	0	
233	user05	1	밤마다 듣는다
233	youjin	0	
234	eun04	1	
234	fe91	0	
234	gmlduf	1	
234	jung00	1	너무 신나요
234	jung00	0	
234	son12	1	노래 듣는 순간 얼어붙었다
234	tjwns	1	이런 컨셉도 장난 아니네..
234	user03	0	
234	user03	0	
234	user07	0	
234	yena	1	잔잔해서 좋아
235	hong3	1	목소리 너무 좋아
235	kim96	1	노래가 참 좋아요 감사합니다
235	na97	0	
235	son12	1	댄스가 생각나는 곡
235	user07	1	내가 너무 좋아하는 뮤지션!
235	user07	1	
235	user08	1	
235	user08	1	
235	user08	0	
235	zoo	0	
236	fe91	1	슬프다
236	lee03	0	
236	rudgns	1	
236	son12	1	뭔데 나도 모르게 눈물이 흐르지
236	tpwns	0	
236	woo93	0	
237	ji89	0	
237	kimsang	0	
237	na97	0	
237	user08	0	
238	jin02	0	
238	user04	1	중독된다
238	user6732	0	
239	hong3	1	들어본 노래중 젤 좋은듯
239	kim82	0	
239	na97	0	
239	name96	0	
239	name96	0	
239	youjin	1	
239	zoo	0	
240	hong3	1	
240	jisoo	0	
240	name96	0	
240	soyoung	0	
240	yena	0	
240	youjin	0	
241	ji89	0	
241	na97	1	절 위로해주는거 같아요
241	user04	0	
242	hwang	1	끝까지 안지루한 노래
242	kim96	0	
242	kimsang	0	
242	song	0	
242	tjwns	0	
242	tpwns	0	
242	user03	1	노래가 좋아요
242	user07	1	oh my godness…
242	user08	0	
243	dong	1	더 이상 바랄게 없다.
243	hun96	1	백번들은듯…
243	kimsang	1	
243	kimsang	0	
243	tjwns	1	
243	tjwns	0	
243	user07	0	
244	dong	1	
244	eun04	0	
244	son12	1	
244	song	0	
244	soyoung	1	노래 너무 좋네요
244	soyoung	0	
244	user06	1	
244	user06	0	
244	yena	1	진짜 이 노래 라이브로도 듣고 싶다
244	youjin	0	
245	na97	0	
245	tjwns	1	언제 들어도 좋다 ㅎㅎ
245	user04	1	
245	wjdtn07	0	
245	youjin	1	진짜 요즘노래 같음. 완전 트랜디하네
246	eun04	0	
246	hoon30	0	
246	user01	1	
246	user05	1	
246	user06	0	
246	user07	1	10점 만점에 10점
246	woo93	1	1일5곡
246	yena	0	
246	yena	0	
246	youjin	1	
247	fe91	0	
247	hun96	0	
247	jung00	1	
247	lee03	1	뭔가 좀 부족한듯?
247	na97	0	
247	son12	1	겨울에 듣기 좋다
247	soyoung	1	슬플때 듣기 좋은 노래
247	user07	1	듣다가 울었어요
248	fe91	1	하이라이트에서 터졌다
248	gmlduf	0	
248	ji89	1	듣기만 해도 신이 나는 곡
249	hun96	1	여름에 들으면 2배의 감동
249	kim82	1	
249	na97	1	감성에 빠진다
249	user07	0	
249	wjdtn07	0	
249	wjdtn07	0	
250	hun96	0	
250	hun96	0	
250	ji89	0	
250	lee03	1	Her voice is wonderful! <3
250	tpwns	1	OMG 
250	user6732	0	
251	eun04	0	
251	gmlduf	0	
251	jung00	0	
251	kimsang	1	감미로운 목소리
251	name96	1	
251	tpwns	1	올해의 대표곡이 되지 않을까 예상
251	user02	0	
251	user06	1	
251	woo93	0	
251	youjin	1	노래 너무 잘듣고 있어요 매일매일 들어도 새롭고 너무 좋아요
251	zoo	1	오늘부터 이노래만 듣는다
252	eun04	0	
252	hoon30	0	
252	hun96	0	
252	ji89	1	어디서 들어본듯?
252	soyoung	1	가사 하나하나가 마음에 와닫는 그런 노래
252	user05	0	
252	user06	1	상큼한 과일을 베어 무는 느낌 톡 쏘는 느낌
252	user07	0	
252	user08	0	
252	wjdtn07	1	
252	youjin	1	랩부분 너무 좋아
252	zoo	0	
253	hoon30	1	
253	hoon30	0	
253	jin02	0	
253	na97	1	몇 년이 지나도 띵곡
253	na97	0	
253	rudgns	0	
253	son12	1	감사합니다!!
253	wjdtn07	1	
253	yena	1	
253	yena	0	
253	you06	1	
253	zoo	0	
254	ji89	1	내가 마음에 담아두고 있었던 말들을 이렇게 불러주신다니.. 감사합니다
254	jung00	1	노래가 위로되네요
254	jung00	0	
254	kim96	0	
254	name96	1	
254	song	1	
254	user01	0	
254	wjdtn07	1	화음이 소름돋네;
254	youjin	0	
255	gmlduf	0	
255	hoon30	1	사이다를 마신듯한 청량감
255	hun96	0	
255	kim82	0	
255	kim96	1	
255	kimsang	1	자신의 이야기라서 더 마음에 와닫네
255	rudgns	0	
255	user6732	1	RNB와 모던의 조화로운 느낌
255	wjdtn07	1	이번곡 너무좋다
255	woo93	0	
255	youjin	1	
256	gmlduf	1	죄지은거 같다
256	hong3	0	
256	tjwns	1	
256	wjdtn07	1	
257	na97	0	
257	song	1	불러도불러도 질리지 않네요
257	song	0	
257	tjwns	1	오우야
257	user01	0	
257	youjin	0	
258	dong	1	들어도 들어도 질리지 않는 노래다
258	jin02	0	
258	kim82	1	진짜 취적이다..
258	rudgns	0	
258	soyoung	1	
258	tpwns	1	나를 감성 풍부해지게 만든 노래
258	user6732	0	
258	wjdtn07	1	
259	eun04	0	
259	gmlduf	0	
259	hong3	1	숨 못 쉴정도로 긴박하게 신나난다
259	kim82	0	
259	tpwns	0	
259	user03	1	상큼한 노래
259	user03	1	
259	user6732	0	
260	hong3	0	
260	jin02	1	재미가 없어요
260	soyoung	1	
260	user05	1	창법이 독특하네요
260	yena	0	
261	eun04	1	
261	hong3	1	쓸쓸해진다
261	jin02	0	
261	kimsang	0	
261	lee03	0	
261	name96	1	
261	song	1	가슴이 먹먹하다
261	user07	1	간주부터 소름돋았다
261	user08	1	
261	zoo	0	
262	hoon30	0	
262	jin02	1	노래 안질림
262	jin02	1	
262	jisoo	1	유행을 못따라간다
262	jung00	1	들으면 들을수록 질리지 않고 더 좋아짐
262	jung00	1	헤어나오기 힘들다
262	jung00	1	Perfect.
262	name96	1	
262	rudgns	1	진짜 설레는 노래다..
262	user07	0	
262	user6732	0	
262	youjin	1	우리 가족 전부 좋아하는 노래
263	kim96	1	최악의 노래
263	user02	1	
263	user04	1	이곡 따라하지 마세요 목 나갑니다
263	user06	0	
264	eun04	0	
264	hwang	1	
264	kimsang	0	
264	soyoung	1	
264	user08	1	고음부분 아무도 못부를듯
264	user6732	1	
264	wjdtn07	1	영주행 가자
264	zoo	1	
265	dlsgh	1	
265	dong	1	
265	hong3	0	
265	hun96	1	노래는 좋은데 가수가 별로다
265	hwang	0	
265	kimsang	1	
265	lee03	1	힘빠졌을때 들으면 힘이 나는 노래
265	name96	1	나의 노래 수준을 높여준 노래
265	tpwns	1	
265	user01	1	
265	user6732	1	
265	wjdtn07	0	
265	you06	1	
266	hong3	1	
266	hun96	1	여친한테 불러주고 싶어요
266	rudgns	1	
266	user04	0	
266	user6732	0	
266	yena	1	
267	dlsgh	1	
267	jung00	0	
267	kim96	1	길가다 몇번 들어봤는데 너무 좋아요
267	kim96	0	
267	user05	0	
267	user05	0	
267	user08	1	뭐든 잘 될 거야라고 긍정적으로 만들어 주는것 같다
267	user6732	1	
268	fe91	1	시험기간에 들으면 안되는 노래
268	jung00	1	목소리가 너무 좋으심
268	lee03	0	
268	soyoung	1	차트 역주행 가즈아
268	tpwns	0	
268	user04	0	
268	user05	1	분위기 좋다
268	user6732	1	이거 학교에서 애들이 부르고 다니던데
269	jin02	1	가사에 빠진다
269	jung00	1	이 가수 노래는 다좋아 무슨..
269	jung00	0	
269	song	1	간이 딱 맞는 노래
269	user03	0	
269	user04	0	
269	user6732	1	
269	user6732	0	
269	user6732	0	
269	zoo	1	자기 전에 듣기 좋은 노래
270	eun04	1	
270	eun04	0	
270	eun04	0	
270	hong3	1	
270	ji89	1	이분 노래 너무 좋으심
270	user05	1	최고의 노래
270	user05	1	아이엠그루트
270	user08	1	Anyone 2018??? <3
271	dlsgh	0	
271	eun04	1	우리반 댄스곡
271	hong3	0	
271	hwang	1	좋다고 하도 말하고 다녀서 말하기도 지침
271	name96	0	
271	user01	1	
271	user01	0	
271	user02	0	
272	dlsgh	1	슬프다ㅠㅠ
272	dong	0	
272	eun04	1	
272	jin02	0	
272	na97	0	
272	user01	0	
272	user06	0	
272	user06	0	
273	na97	0	
273	name96	0	
273	user02	0	
273	zoo	1	행복하다
274	fe91	0	
274	hun96	1	잔잔해서 힐링되는거 같아요
274	ji89	0	
274	user06	1	매일 산책하면서 들어요
274	woo93	1	잘불러서 소름돋았어요
274	yena	0	
275	gmlduf	1	
275	hwang	1	
275	ji89	1	게임할때 들으면서 합니다
275	ji89	1	계속 듣고 있네요
275	jung00	1	최고
275	lee03	1	진짜 중독성있어요
275	song	0	
275	user02	1	뭔가 편안해지는 느낌
275	wjdtn07	1	한국인 찾습니다~!
275	yena	1	
275	you06	0	
276	dlsgh	0	
276	hoon30	0	
276	hun96	1	다 완벽한 노래임
276	hun96	0	
276	kimsang	1	
276	soyoung	1	헤어졌을때 들으면 와닿을듯
276	user02	1	밤에 놀때 틀면 신남
277	hwang	0	
277	kimsang	1	
277	na97	0	
278	hong3	0	
278	name96	0	
278	name96	0	
278	son12	1	내 최초의 인생 곡
278	yena	1	
279	fe91	1	
279	hun96	1	계속 듣고 싶다
279	ji89	0	
279	jung00	0	
279	lee03	0	
279	son12	0	
279	song	1	호불호가 꽤 갈릴듯
279	tpwns	1	이게 노래가 왜 인기가 없는지 모르겠다
279	tpwns	0	
279	user02	0	
279	user03	1	머릿속에서 계속 생각나..
279	user08	1	뻔하지만 중독성 있는 노래
280	fe91	0	
280	hong3	1	
280	son12	1	My favorite Song!
280	woo93	1	
